,mode,map,type,pl1_tm1_brawler,pl1_tm1_brwlr_trop,pl1_tm1_brwlr_pwr,pl2_tm1_brawler,pl2_tm1_brwlr_trop,pl2_tm1_brwlr_pwr,pl3_tm1_brawler,pl3_tm1_brwlr_trop,pl3_tm1_brwlr_pwr,pl1_tm2_brawler,pl1_tm2_brwlr_trop,pl1_tm2_brwlr_pwr,pl2_tm2_brawler,pl2_tm2_brwlr_trop,pl2_tm2_brwlr_pwr,pl3_tm2_brawler,pl3_tm2_brwlr_trop,pl3_tm2_brwlr_pwr,tm1_win,unq_battle_id
14,brawlBall,Backyard Bowl,ranked,STU,1084,10,BEA,1240,10,CROW,1126,10,JESSIE,936,10,RICO,816,10,BEA,816,10,True,20210815T045724.000Z_15000024_6018
15,brawlBall,Backyard Bowl,ranked,STU,1089,10,BEA,1243,10,CROW,1130,10,STU,912,10,JESSIE,749,10,STU,821,10,True,20210815T050424.000Z_15000024_5944
16,brawlBall,Backyard Bowl,ranked,STU,1094,10,BEA,1246,10,CROW,1134,10,MAX,749,10,BYRON,881,10,BEA,916,10,True,20210815T051054.000Z_15000024_6020
17,brawlBall,Backyard Bowl,ranked,STU,1099,10,BEA,1249,10,CROW,1138,10,PIPER,981,10,BELLE,913,10,CROW,918,10,True,20210815T051726.000Z_15000024_6298
18,brawlBall,Backyard Bowl,ranked,MAX,807,10,POCO,979,10,EL PRIMO,896,10,BYRON,942,10,COLONEL RUFFS,980,10,BEA,922,10,False,20210815T052119.000Z_15000024_5526
19,brawlBall,Backyard Bowl,ranked,BYRON,948,10,COLONEL RUFFS,986,10,BEA,928,10,BELLE,717,10,BO,747,10,SPIKE,850,10,True,20210815T052450.000Z_15000024_5176
20,brawlBall,Backyard Bowl,ranked,COLT,790,10,STU,774,10,BYRON,636,10,BYRON,954,10,COLONEL RUFFS,992,10,BEA,934,10,False,20210815T052723.000Z_15000024_5080
21,brawlBall,Backyard Bowl,ranked,SURGE,805,8,GRIFF,777,10,BYRON,807,10,BYRON,960,10,COLONEL RUFFS,998,10,BEA,940,10,False,20210815T053109.000Z_15000024_5287
22,brawlBall,Backyard Bowl,ranked,BYRON,966,10,PENNY,972,10,BEA,946,10,COLETTE,869,10,BROCK,835,10,PIPER,843,10,True,20210815T053449.000Z_15000024_5431
23,brawlBall,Backyard Bowl,ranked,BYRON,972,10,PENNY,978,10,BROCK,969,10,BEA,882,10,BULL,766,10,BIBI,793,10,True,20210815T053835.000Z_15000024_5360
24,gemGrab,Crystal Arcade,ranked,GENE,1249,10,EMZ,1248,10,TARA,1248,10,EMZ,1054,10,BIBI,856,10,MAX,774,10,True,20210816T110442.000Z_15000008_6429
25,brawlBall,Triple Dribble,ranked,BARLEY,1241,10,GENE,1233,10,STU,985,10,STU,1251,10,GENE,649,10,MAX,834,10,True,20210817T155205.000Z_15000025_6193
26,brawlBall,Field Goal,ranked,GENE,850,10,TARA,1153,10,STU,1061,10,SANDY,954,10,BELLE,906,10,SURGE,906,10,False,20210818T025430.000Z_15000160_5830
27,brawlBall,Field Goal,ranked,TARA,1141,10,BELLE,626,10,STU,1050,10,LEON,919,10,SPIKE,978,10,GENE,944,10,False,20210818T025926.000Z_15000160_5658
28,brawlBall,Field Goal,ranked,SANDY,999,10,BEA,978,10,BARLEY,1033,10,EMZ,922,10,MAX,878,10,RICO,902,10,True,20210818T031002.000Z_15000160_5712
29,brawlBall,Field Goal,ranked,SANDY,1005,10,BEA,984,10,BARLEY,1038,10,BELLE,728,9,SANDY,844,9,SURGE,791,10,True,20210818T031444.000Z_15000160_5390
30,brawlBall,Field Goal,ranked,SANDY,795,10,BEA,828,10,STU,913,10,BEA,990,10,BARLEY,1043,10,SANDY,1010,10,False,20210818T031813.000Z_15000160_5579
31,brawlBall,Field Goal,ranked,BEA,996,10,BARLEY,1048,10,SANDY,1015,10,STU,778,10,BEA,790,10,BUZZ,816,10,True,20210818T032055.000Z_15000160_5443
32,brawlBall,Field Goal,ranked,TARA,1129,10,BARLEY,1053,10,BEA,984,10,TARA,960,10,BELLE,930,10,EMZ,970,10,True,20210818T032407.000Z_15000160_6026
33,brawlBall,Field Goal,ranked,STU,972,10,TARA,771,10,STU,814,10,TARA,1133,10,BARLEY,1058,10,BEA,990,10,True,20210818T032829.000Z_15000160_5738
34,brawlBall,Field Goal,ranked,TARA,1121,10,BARLEY,1047,10,BEA,980,10,BEA,879,10,SANDY,820,10,STU,848,10,False,20210818T033514.000Z_15000160_5695
35,brawlBall,Field Goal,ranked,BEA,980,10,TARA,1121,10,BARLEY,1047,10,BIBI,883,10,STU,922,10,BYRON,864,10,False,20210818T033742.000Z_15000160_5817
36,brawlBall,Field Goal,ranked,BEA,936,10,STU,953,10,SANDY,908,10,SANDY,1020,10,TARA,1109,10,BELLE,1000,10,True,20210818T034256.000Z_15000160_5926
37,brawlBall,Field Goal,ranked,CARL,905,10,STU,799,10,NANI,842,10,TARA,1097,10,BELLE,989,10,SANDY,1009,10,False,20210818T034612.000Z_15000160_5641
38,brawlBall,Field Goal,ranked,GENE,865,10,TARA,831,10,LEON,779,10,TARA,1102,10,BELLE,995,10,SANDY,1014,10,False,20210818T035007.000Z_15000160_5586
39,brawlBall,Field Goal,ranked,SANDY,1019,10,TARA,1106,10,BELLE,1001,10,MAX,875,10,EL PRIMO,911,10,BYRON,845,10,True,20210818T035417.000Z_15000160_5757
40,brawlBall,Field Goal,ranked,BUZZ,854,10,MORTIS,915,10,BEA,907,10,TARA,1110,10,SANDY,1024,10,BELLE,1006,10,False,20210818T035854.000Z_15000160_5816
41,brawlBall,Field Goal,ranked,TARA,1114,10,BELLE,1011,10,SANDY,1029,10,GRIFF,531,8,EDGAR,749,10,STU,815,10,True,20210818T040316.000Z_15000160_5249
42,brawlBall,Field Goal,ranked,TARA,1118,10,BELLE,1016,10,SANDY,1034,10,COLT,764,10,JACKY,814,10,SURGE,946,10,True,20210818T040532.000Z_15000160_5692
43,brawlBall,Field Goal,ranked,SANDY,1039,10,TARA,1122,10,BELLE,1021,10,GENE,858,10,SPIKE,724,10,MORTIS,853,10,True,20210818T041021.000Z_15000160_5617
44,brawlBall,Field Goal,ranked,SPIKE,824,10,BELLE,835,10,STU,881,10,TARA,1126,10,BELLE,1026,10,SANDY,1044,10,False,20210818T041534.000Z_15000160_5736
45,brawlBall,Field Goal,ranked,TARA,1130,10,SANDY,1049,10,BELLE,1031,10,RICO,870,10,TARA,820,10,COLONEL RUFFS,738,10,True,20210818T042242.000Z_15000160_5638
46,brawlBall,Field Goal,ranked,BEA,904,10,DARRYL,960,10,SANDY,845,10,SANDY,948,10,STU,956,10,BYRON,920,10,True,20210818T205651.000Z_15000160_5533
47,brawlBall,Field Goal,ranked,BEA,819,10,RICO,781,10,TARA,789,10,BEA,910,10,GRIFF,842,10,SANDY,852,10,False,20210818T205901.000Z_15000160_4993
48,brawlBall,Field Goal,ranked,SANDY,859,10,BEA,916,10,GRIFF,849,10,TARA,918,10,FRANK,900,10,CROW,829,10,True,20210818T210323.000Z_15000160_5271
49,brawlBall,Field Goal,ranked,STU,860,10,BEA,939,10,MAX,958,10,SANDY,866,10,BEA,922,10,GRIFF,856,10,False,20210818T210612.000Z_15000160_5401
50,brawlBall,Field Goal,ranked,STU,835,10,SANDY,893,10,GENE,914,10,BEA,928,10,GRIFF,863,10,SANDY,873,10,False,20210818T210941.000Z_15000160_5306
51,brawlBall,Field Goal,ranked,NITA,885,10,BEA,934,10,GRIFF,870,10,BELLE,856,10,STU,920,10,SANDY,912,10,True,20210818T211743.000Z_15000160_5377
52,siege,Factory Rush,ranked,JESSIE,779,10,BUZZ,1064,10,TICK,746,10,DYNAMIKE,1112,10,BELLE,387,10,SANDY,854,10,False,20210819T011512.000Z_15000142_4942
53,brawlBall,Field Goal,ranked,BUZZ,1053,10,BELLE,863,10,STU,834,10,SANDY,951,10,8-BIT,938,10,SPIKE,948,10,True,20210819T020122.000Z_15000160_5587
54,brawlBall,Pinhole Punt,ranked,BUZZ,1058,10,CROW,799,10,FRANK,898,10,MR. P,950,10,COLT,994,10,AMBER,826,10,True,20210819T020502.000Z_15000026_5525
55,brawlBall,Pinhole Punt,ranked,COLT,584,10,GENE,906,10,SANDY,860,10,STU,1105,10,SANDY,1104,10,BEA,1104,10,True,20210819T022122.000Z_15000026_5663
56,brawlBall,Pinhole Punt,ranked,STU,1093,10,SANDY,1092,10,BEA,1092,10,TARA,892,10,BEA,876,10,STU,882,10,False,20210819T022345.000Z_15000026_5927
57,gemGrab,Deathcap Trap,ranked,BELLE,751,10,JESSIE,1103,10,STU,1064,10,BUZZ,1063,10,MR. P,874,10,BIBI,815,10,True,20210819T022634.000Z_15000009_5670
58,brawlBall,Pinhole Punt,ranked,SANDY,1081,10,BEA,1081,10,STU,1082,10,EL PRIMO,864,10,BUZZ,864,10,POCO,835,10,False,20210819T022638.000Z_15000026_5807
59,brawlBall,Pinhole Punt,ranked,BUZZ,1052,10,EL PRIMO,800,10,SPIKE,989,10,STU,981,10,SQUEAK,856,10,RICO,926,10,True,20210819T022957.000Z_15000026_5604
60,brawlBall,Pinhole Punt,ranked,TARA,862,10,EMZ,700,10,LEON,811,10,STU,1071,10,BEA,1070,10,SANDY,1070,10,False,20210819T023050.000Z_15000026_5584
61,brawlBall,Pinhole Punt,ranked,EL PRIMO,1239,10,RICO,813,10,STU,805,10,BEA,1075,10,STU,1076,10,SANDY,1075,10,False,20210819T023232.000Z_15000026_6083
62,brawlBall,Pinhole Punt,ranked,STU,1081,10,BEA,1080,10,SANDY,1080,10,BELLE,1015,10,TARA,1204,10,SANDY,1119,10,False,20210819T023518.000Z_15000026_6579
63,brawlBall,Pinhole Punt,ranked,MAX,1084,10,SPIKE,968,10,STU,1040,10,BUZZ,1057,10,BEA,867,10,TARA,879,10,True,20210819T023721.000Z_15000026_5895
64,brawlBall,Pinhole Punt,ranked,BEA,976,10,TARA,924,10,SPIKE,987,10,BEA,1069,10,STU,1070,10,SANDY,1069,10,True,20210819T023809.000Z_15000026_6095
65,brawlBall,Pinhole Punt,ranked,STU,1059,10,SANDY,1058,10,BEA,1058,10,BELLE,798,10,RICO,911,10,STU,913,10,True,20210819T023938.000Z_15000026_5797
66,brawlBall,Pinhole Punt,ranked,SPIKE,942,10,RICO,842,10,BEA,830,10,STU,1064,10,SANDY,1063,10,BEA,1063,10,False,20210819T024214.000Z_15000026_5804
67,gemGrab,Deathcap Trap,ranked,TARA,1010,10,GENE,920,10,SPIKE,937,10,BUZZ,1046,10,MORTIS,799,10,LEON,785,10,True,20210819T024424.000Z_15000009_5497
68,brawlBall,Pinhole Punt,ranked,STU,1069,10,SANDY,1068,10,BEA,1068,10,SANDY,862,10,LEON,803,10,EL PRIMO,857,10,True,20210819T024439.000Z_15000026_5727
69,brawlBall,Pinhole Punt,ranked,STU,1074,10,BEA,1073,10,SANDY,1073,10,SPIKE,869,10,BEA,854,10,CROW,906,10,False,20210819T024901.000Z_15000026_5849
70,brawlBall,Pinhole Punt,ranked,STU,955,10,SANDY,849,10,TARA,890,10,STU,1063,10,BEA,1062,10,SANDY,1062,10,True,20210819T025322.000Z_15000026_5881
71,gemGrab,Deathcap Trap,ranked,GENE,920,10,SANDY,958,10,CROW,971,10,BUZZ,1035,10,TICK,647,10,PAM,663,10,True,20210819T025451.000Z_15000009_5194
72,brawlBall,Pinhole Punt,ranked,SPIKE,992,10,BYRON,996,10,AMBER,1026,10,SANDY,870,10,STU,973,10,TARA,910,10,False,20210819T030230.000Z_15000026_5767
73,brawlBall,Pinhole Punt,ranked,GENE,864,10,RICO,906,10,STU,889,10,AMBER,1015,10,BYRON,986,10,SPIKE,982,10,False,20210819T030515.000Z_15000026_5642
74,brawlBall,Pinhole Punt,ranked,GENE,859,10,STU,810,10,CROW,778,10,AMBER,1020,10,BYRON,992,10,SPIKE,988,10,False,20210819T030754.000Z_15000026_5447
75,brawlBall,Pinhole Punt,ranked,AMBER,1025,10,BYRON,998,10,SPIKE,994,10,BEA,838,10,TARA,895,10,LEON,899,10,True,20210819T031043.000Z_15000026_5649
76,brawlBall,Pinhole Punt,ranked,BUZZ,980,10,JESSIE,932,10,STU,887,10,BUZZ,1024,10,BULL,799,10,EMZ,815,10,False,20210819T051054.000Z_15000026_5437
77,brawlBall,Pinhole Punt,ranked,EL PRIMO,810,10,BUZZ,1029,10,STU,830,10,BEA,1046,10,RICO,1020,10,STU,974,10,False,20210819T051246.000Z_15000026_5709
78,brawlBall,Pinhole Punt,ranked,TARA,838,10,COLT,828,10,BUZZ,1018,10,SANDY,916,10,SPIKE,978,10,RICO,928,10,False,20210819T051534.000Z_15000026_5506
79,gemGrab,Deathcap Trap,ranked,SANDY,1245,10,GENE,1241,10,TARA,1242,10,TARA,1011,10,BUZZ,1007,10,STU,940,10,True,20210819T051942.000Z_15000009_6686
80,brawlBall,Pinhole Punt,ranked,BUZZ,1000,10,COLETTE,791,10,GENE,858,10,MAX,868,10,RICO,929,10,LEON,819,10,False,20210819T052726.000Z_15000026_5265
81,gemGrab,Deathcap Trap,ranked,BUZZ,989,10,BIBI,781,10,PIPER,853,10,NITA,935,10,PENNY,1068,10,LEON,1057,10,False,20210819T053052.000Z_15000009_5683
82,brawlBall,Pinhole Punt,ranked,SPIKE,832,10,BUZZ,979,10,SANDY,794,10,STU,883,10,BEA,883,10,SANDY,881,10,False,20210819T053600.000Z_15000026_5252
83,hotZone,Iron Cables,ranked,TARA,716,10,FRANK,699,10,STU,714,10,BEA,813,10,JACKY,908,10,SHELLY,898,10,False,20210819T170139.000Z_15000421_4748
84,hotZone,Iron Cables,ranked,STU,643,10,EMZ,748,10,EL PRIMO,704,10,BEA,820,10,JACKY,914,10,SHELLY,905,10,False,20210819T170419.000Z_15000421_4734
85,hotZone,Iron Cables,ranked,EL PRIMO,873,10,GALE,650,10,JESSIE,695,10,JACKY,920,10,SHELLY,911,10,BEA,827,10,False,20210819T170539.000Z_15000421_4876
86,hotZone,Iron Cables,ranked,BEA,834,10,SHELLY,917,10,JACKY,926,10,SANDY,756,10,PENNY,772,10,SPIKE,735,10,True,20210819T170859.000Z_15000421_4940
87,hotZone,Iron Cables,ranked,BEA,841,10,SHELLY,923,10,JACKY,932,10,SHELLY,938,10,EL PRIMO,969,10,EMZ,867,10,False,20210819T171251.000Z_15000421_5470
88,hotZone,Iron Cables,ranked,BEA,832,10,SHELLY,913,10,JACKY,922,10,SHELLY,747,10,RICO,700,10,PENNY,681,10,True,20210819T171639.000Z_15000421_4795
89,hotZone,Iron Cables,ranked,JACKY,928,10,BEA,839,10,SHELLY,919,10,SHELLY,712,10,POCO,680,10,BO,736,10,True,20210819T171944.000Z_15000421_4814
90,hotZone,Iron Cables,ranked,JACKY,934,10,BEA,846,10,SHELLY,925,10,BULL,745,10,GALE,722,10,PENNY,719,10,True,20210819T172229.000Z_15000421_4891
91,hotZone,Iron Cables,ranked,SANDY,580,9,BO,708,10,NITA,735,10,BEA,853,10,JACKY,940,10,SHELLY,931,10,False,20210819T172509.000Z_15000421_4747
92,hotZone,Iron Cables,ranked,PAM,566,10,EDGAR,650,10,BUZZ,744,10,BEA,860,10,SHELLY,937,10,JACKY,946,10,False,20210819T173440.000Z_15000421_4703
93,hotZone,Iron Cables,ranked,JACKY,654,10,JESSIE,632,10,BARLEY,633,10,BEA,867,10,SHELLY,943,10,JACKY,952,10,False,20210819T173931.000Z_15000421_4681
94,hotZone,Iron Cables,ranked,GALE,706,10,STU,781,10,EL PRIMO,693,10,BEA,874,10,JACKY,958,10,SHELLY,949,10,False,20210819T174407.000Z_15000421_4961
95,hotZone,Iron Cables,ranked,BEA,881,10,JACKY,964,10,SHELLY,955,10,GALE,737,10,SPIKE,701,10,BULL,605,7,False,20210819T174835.000Z_15000421_4843
96,hotZone,Iron Cables,ranked,JACKY,954,10,BEA,872,10,SHELLY,945,10,SPIKE,695,10,SANDY,693,10,JACKY,700,10,True,20210819T175136.000Z_15000421_4859
97,hotZone,Iron Cables,ranked,BEA,879,10,JACKY,960,10,SHELLY,951,10,JACKY,694,10,COLETTE,251,4,DYNAMIKE,636,10,True,20210819T175632.000Z_15000421_4371
98,hotZone,Iron Cables,ranked,JACKY,966,10,BEA,886,10,SHELLY,957,10,SURGE,616,10,FRANK,686,10,SHELLY,608,10,True,20210819T180115.000Z_15000421_4719
99,siege,Power Washer,ranked,STU,960,10,SURGE,875,10,BELLE,1020,10,LOU,1005,10,GALE,1008,10,TARA,1033,10,False,20210819T182001.000Z_15000426_5901
100,siege,Power Washer,ranked,TARA,831,10,SURGE,866,10,LOU,1000,10,MORTIS,729,10,FRANK,835,10,LOU,793,10,True,20210819T182359.000Z_15000426_5054
101,siege,Power Washer,ranked,GENE,928,10,DYNAMIKE,952,10,GRIFF,958,10,LOU,1005,10,SURGE,873,10,TARA,838,10,True,20210819T182741.000Z_15000426_5554
102,siege,Power Washer,ranked,TARA,829,10,SURGE,864,10,LOU,994,10,BO,566,10,NITA,719,10,MAX,757,10,True,20210819T183136.000Z_15000426_4729
103,siege,Power Washer,ranked,LOU,1000,10,SURGE,871,10,TARA,836,10,EL PRIMO,798,10,AMBER,799,10,STU,742,10,True,20210819T183510.000Z_15000426_5046
104,siege,Power Washer,ranked,PENNY,728,10,8-BIT,743,10,DYNAMIKE,687,10,TARA,843,10,SURGE,878,10,LOU,1005,10,False,20210819T184115.000Z_15000426_4884
105,siege,Power Washer,ranked,BYRON,763,10,PENNY,794,10,GALE,677,10,JACKY,972,10,LOU,813,10,TARA,850,10,False,20210819T184826.000Z_15000426_4869
106,siege,Power Washer,ranked,JACKY,978,10,TARA,857,10,LOU,820,10,TICK,717,10,PENNY,689,10,PENNY,693,10,True,20210819T185328.000Z_15000426_4754
107,siege,Power Washer,ranked,NITA,680,10,STU,768,10,TICK,707,10,TARA,864,10,LOU,827,10,JACKY,984,10,False,20210819T190022.000Z_15000426_4830
108,volleyBrawl,Strong Side,ranked,GALE,795,10,STU,555,9,STU,797,10,SANDY,1112,10,STU,1139,10,DYNAMIKE,1109,10,False,20210819T192512.000Z_15000380_5507
109,volleyBrawl,Strong Side,ranked,JESSIE,910,10,SANDY,888,10,NITA,887,10,SANDY,1116,10,STU,1143,10,DYNAMIKE,1113,10,False,20210819T192953.000Z_15000380_6057
110,volleyBrawl,Strong Side,ranked,SANDY,981,10,EMZ,997,10,JESSIE,901,10,SANDY,1120,10,STU,1147,10,DYNAMIKE,1117,10,True,20210819T193319.000Z_15000380_6263
111,brawlBall,Pinhole Punt,ranked,STU,792,10,DYNAMIKE,777,10,BUZZ,969,10,BELLE,894,10,GENE,917,10,STU,928,10,False,20210819T234525.000Z_15000026_5277
112,brawlBall,Pinhole Punt,ranked,BELLE,494,10,GALE,882,10,BUZZ,959,10,TARA,894,10,BULL,964,10,BEA,803,10,False,20210819T235130.000Z_15000026_4996
113,gemGrab,Acute Angle,ranked,SANDY,168,10,GENE,1121,10,BUZZ,1152,10,SANDY,936,10,STU,1014,10,GENE,936,10,True,20210820T032944.000Z_15000147_5327
114,heist,Bandit Hook,ranked,DARRYL,930,10,TARA,951,10,COLETTE,996,10,EL PRIMO,834,10,EMZ,793,10,JESSIE,824,10,True,20210820T085618.000Z_15000417_5328
115,heist,Bandit Hook,ranked,DARRYL,936,10,EMZ,954,10,EDGAR,959,10,BULL,967,10,EL PRIMO,962,10,EMZ,951,10,False,20210820T085913.000Z_15000417_5729
116,heist,Bandit Hook,ranked,EMZ,823,10,NITA,815,10,EL PRIMO,767,10,COLETTE,855,10,DARRYL,926,10,EDGAR,949,10,False,20210820T090053.000Z_15000417_5135
117,heist,Bandit Hook,ranked,EL PRIMO,791,10,DARRYL,786,10,8-BIT,739,10,COLETTE,862,10,EDGAR,955,10,DARRYL,932,10,False,20210820T090237.000Z_15000417_5065
118,heist,Bandit Hook,ranked,COLETTE,869,10,DARRYL,938,10,EDGAR,961,10,BULL,769,10,EL PRIMO,771,10,NITA,780,10,True,20210820T090408.000Z_15000417_5088
119,heist,Bandit Hook,ranked,COLETTE,876,10,DARRYL,944,10,EDGAR,967,10,DYNAMIKE,676,10,JESSIE,689,8,BULL,766,10,True,20210820T090625.000Z_15000417_4918
120,heist,Bandit Hook,ranked,COLETTE,883,10,DARRYL,950,10,EDGAR,973,10,COLT,765,10,DYNAMIKE,744,10,COLETTE,735,10,True,20210820T090820.000Z_15000417_5050
121,heist,Bandit Hook,ranked,DARRYL,956,10,COLETTE,890,10,EDGAR,979,10,COLT,797,10,EDGAR,872,10,BIBI,772,10,False,20210820T091002.000Z_15000417_5266
122,heist,Bandit Hook,ranked,DARRYL,946,10,COLETTE,881,10,EDGAR,969,10,BULL,806,10,NITA,741,10,TARA,721,10,True,20210820T091315.000Z_15000417_5064
123,heist,Bandit Hook,ranked,EMZ,771,10,EDGAR,784,10,DARRYL,765,10,COLETTE,888,10,EDGAR,975,10,DARRYL,952,10,False,20210820T091741.000Z_15000417_5135
124,heist,Bandit Hook,ranked,EL PRIMO,769,10,PENNY,778,10,COLT,774,10,COLETTE,895,10,EDGAR,981,10,DARRYL,958,10,False,20210820T092010.000Z_15000417_5155
125,heist,Bandit Hook,ranked,COLETTE,902,10,EDGAR,987,10,DARRYL,964,10,BIBI,791,10,NITA,708,10,COLETTE,749,10,True,20210820T092237.000Z_15000417_5101
126,heist,Bandit Hook,ranked,EL PRIMO,799,10,JESSIE,616,9,EL PRIMO,687,10,COLETTE,908,10,EDGAR,993,10,DARRYL,970,10,False,20210820T092619.000Z_15000417_4973
127,heist,Bandit Hook,ranked,BULL,695,9,EMZ,728,10,EL PRIMO,753,10,COLETTE,914,10,DARRYL,976,10,EDGAR,999,10,False,20210820T092858.000Z_15000417_5065
128,heist,Bandit Hook,ranked,8-BIT,850,10,COLETTE,920,10,DARRYL,982,10,EL PRIMO,771,10,COLETTE,778,10,RICO,683,10,False,20210820T093420.000Z_15000417_4984
129,heist,Bandit Hook,ranked,COLETTE,910,10,8-BIT,841,10,DARRYL,972,10,EL PRIMO,765,10,COLT,638,10,BULL,743,8,True,20210820T093740.000Z_15000417_4869
130,heist,Bandit Hook,ranked,DARRYL,978,10,COLETTE,916,10,8-BIT,848,10,BULL,918,10,EL PRIMO,977,10,BIBI,926,10,False,20210820T094008.000Z_15000417_5563
131,heist,Bandit Hook,ranked,COLETTE,906,10,DARRYL,968,10,8-BIT,839,10,EL PRIMO,800,10,TARA,811,10,EMZ,800,10,False,20210820T094350.000Z_15000417_5124
132,heist,Bandit Hook,ranked,COLETTE,896,10,BULL,1000,10,DARRYL,958,10,JESSIE,702,10,COLETTE,751,10,BROCK,738,10,True,20210820T094656.000Z_15000417_5045
133,heist,Bandit Hook,ranked,COLETTE,903,10,BULL,1005,10,DARRYL,964,10,BULL,758,10,AMBER,720,10,SHELLY,788,10,True,20210820T094913.000Z_15000417_5138
134,heist,Bandit Hook,ranked,COLETTE,909,10,BULL,1010,10,DARRYL,970,10,STU,788,10,EL PRIMO,798,10,COLT,752,10,True,20210820T095240.000Z_15000417_5227
135,heist,Bandit Hook,ranked,EDGAR,791,10,BUZZ,787,10,EMZ,785,10,COLETTE,915,10,BULL,1015,10,DARRYL,976,10,False,20210820T095518.000Z_15000417_5269
136,heist,Bandit Hook,ranked,BULL,1020,10,DARRYL,982,10,COLETTE,921,10,EDGAR,714,10,EL PRIMO,729,10,EL PRIMO,801,10,True,20210820T095838.000Z_15000417_5167
137,volleyBrawl,Pancake,ranked,GALE,912,10,STU,859,10,JACKY,865,10,TICK,830,9,GALE,804,10,STU,797,10,True,20210820T100636.000Z_15000381_5067
138,volleyBrawl,Pancake,ranked,EMZ,918,10,SANDY,905,10,TICK,901,10,JACKY,872,10,STU,866,10,GALE,918,10,False,20210820T100908.000Z_15000381_5380
139,bounty,Layer Cake,ranked,BELLE,970,10,TICK,1029,10,LEON,1000,10,STU,795,10,MORTIS,728,10,SPROUT,799,10,True,20210820T144400.000Z_15000082_5321
140,bounty,Layer Cake,ranked,MORTIS,799,10,BELLE,757,10,TICK,716,10,LEON,1005,10,BELLE,976,10,TICK,1034,10,False,20210820T144925.000Z_15000082_5287
141,bounty,Layer Cake,ranked,LEON,1010,10,BELLE,982,10,TICK,1039,10,MORTIS,849,10,PIPER,842,10,POCO,806,9,True,20210820T145602.000Z_15000082_5528
142,bounty,Layer Cake,ranked,MORTIS,813,10,ROSA,865,10,PIPER,784,10,BELLE,988,10,LEON,1015,10,TICK,1044,10,False,20210820T150146.000Z_15000082_5509
